"","Plot","Herbivory","Coral_Id","Coral","percent_bleached","percent_dead","Date","Nutrients","catcat"
"287","B3","1x1","P11","Pver",0,0,"Mar19","Nutrient","Mar19_P11"
"288","B3","1x1","P13","Pver",0,20,"Mar19","Nutrient","Mar19_P13"
"289","B3","1x1","P20","Pver",0,0,"Mar19","Nutrient","Mar19_P20"
"290","B3","1x1","P21","Pver",0,0,"Mar19","Nutrient","Mar19_P21"
"291","B3","1x1","P23","Pver",0,0,"Mar19","Nutrient","Mar19_P23"
"292","B3","2x2","A1","Acr",10,0,"Mar19","Nutrient","Mar19_A1"
"293","B3","2x2","P1","Pver",0,0,"Mar19","Nutrient","Mar19_P1"
"294","B3","3x3","A2","Acr",0,0,"Mar19","Nutrient","Mar19_A2"
"295","B3","3x3","A3","Acr",20,0,"Mar19","Nutrient","Mar19_A3"
"296","B3","3x3","P2","Pver",0,0,"Mar19","Nutrient","Mar19_P2"
"297","B3","3x3","P9","Pver",0,0,"Mar19","Nutrient","Mar19_P9"
"298","B3","open","A1","Acr",10,0,"Mar19","Nutrient","Mar19_A1"
"299","B3","open","P10","Pver",0,0,"Mar19","Nutrient","Mar19_P10"
"300","B3","open","P21","Pver",0,0,"Mar19","Nutrient","Mar19_P21"
"301","B3","open","P28","Pver",0,0,"Mar19","Nutrient","Mar19_P28"
"302","B3","open","P5","Pver",0,0,"Mar19","Nutrient","Mar19_P5"
"303","B4","1x1","A1","Acr",0,0,"Mar19","Ambient","Mar19_A1"
"304","B4","1x1","P11","Pver",0,0,"Mar19","Ambient","Mar19_P11"
"305","B4","1x1","P25","Pver",0,0,"Mar19","Ambient","Mar19_P25"
"306","B4","2x2","A2","Acr",80,0,"Mar19","Ambient","Mar19_A2"
"307","B4","2x2","A4","Acr",0,0,"Mar19","Ambient","Mar19_A4"
"308","B4","2x2","A8","Acr",0,0,"Mar19","Ambient","Mar19_A8"
"309","B4","2x2","P7","Pver",0,0,"Mar19","Ambient","Mar19_P7"
"310","B4","3x3","A3","Acr",10,0,"Mar19","Ambient","Mar19_A3"
"311","B4","3x3","A7","Acr",10,0,"Mar19","Ambient","Mar19_A7"
"312","B4","3x3","P14","Pver",0,0,"Mar19","Ambient","Mar19_P14"
"313","B4","3x3","P2","Pver",0,0,"Mar19","Ambient","Mar19_P2"
"314","B4","3x3","P6","Pver",0,0,"Mar19","Ambient","Mar19_P6"
"315","B4","open","P13","Pver",0,0,"Mar19","Ambient","Mar19_P13"
"316","B4","open","P5","Pver",0,0,"Mar19","Ambient","Mar19_P5"
"317","C1","1x1","P20","Pver",0,0,"Mar19","Ambient","Mar19_P20"
"318","C1","1x1","P4","Pver",0,0,"Mar19","Ambient","Mar19_P4"
"319","C1","1x1","P5","Pver",0,5,"Mar19","Ambient","Mar19_P5"
"320","C1","2x2","A1","Acr",20,0,"Mar19","Ambient","Mar19_A1"
"321","C1","2x2","A4","Acr",10,0,"Mar19","Ambient","Mar19_A4"
"322","C1","2x2","P15","Pver",0,0,"Mar19","Ambient","Mar19_P15"
"323","C1","2x2","P16","Pver",10,0,"Mar19","Ambient","Mar19_P16"
"324","C1","2x2","P18","Pver",0,0,"Mar19","Ambient","Mar19_P18"
"325","C1","2x2","P3","Pver",0,0,"Mar19","Ambient","Mar19_P3"
"326","C1","3x3","A1","Acr",20,0,"Mar19","Ambient","Mar19_A1"
"327","C1","3x3","A5","Acr",0,0,"Mar19","Ambient","Mar19_A5"
"328","C1","3x3","P13","Pver",0,0,"Mar19","Ambient","Mar19_P13"
"329","C1","open","P12","Pver",0,0,"Mar19","Ambient","Mar19_P12"
"330","C1","open","P18","Pver",0,0,"Mar19","Ambient","Mar19_P18"
"331","C1","open","P3","Pver",0,0,"Mar19","Ambient","Mar19_P3"
"332","C3","1x1","A2","Acr",0,0,"Mar19","Nutrient","Mar19_A2"
"333","C3","1x1","P20","Pver",2,0,"Mar19","Nutrient","Mar19_P20"
"334","C3","1x1","P7","Pver",2,0,"Mar19","Nutrient","Mar19_P7"
"335","C3","2x2","A1","Acr",2,0,"Mar19","Nutrient","Mar19_A1"
"336","C3","2x2","A3/Aret73","Acr",0,0,"Mar19","Nutrient","Mar19_A3/Aret73"
"337","C3","2x2","A4/Aret275","Acr",0,0,"Mar19","Nutrient","Mar19_A4/Aret275"
"338","C3","2x2","P17","Pver",0,0,"Mar19","Nutrient","Mar19_P17"
"339","C3","2x2","P22","Pver",0,0,"Mar19","Nutrient","Mar19_P22"
"340","C3","2x2","P23","Pver",0,10,"Mar19","Nutrient","Mar19_P23"
"341","C3","3x3","A1/Aret97","Acr",0,0,"Mar19","Nutrient","Mar19_A1/Aret97"
"342","C3","3x3","P15","Pver",0,0,"Mar19","Nutrient","Mar19_P15"
"343","C3","3x3","P19","Pver",0,5,"Mar19","Nutrient","Mar19_P19"
"344","C3","3x3","P24","Pver",0,0,"Mar19","Nutrient","Mar19_P24"
"345","C3","3x3","P3","Pver",0,0,"Mar19","Nutrient","Mar19_P3"
"346","C3","open","A1","Acr",0,90,"Mar19","Nutrient","Mar19_A1"
"347","C3","open","A6","Acr",0,0,"Mar19","Nutrient","Mar19_A6"
"348","C3","open","P11","Pver",2,0,"Mar19","Nutrient","Mar19_P11"
"349","C3","open","P12","Pver",0,0,"Mar19","Nutrient","Mar19_P12"
"350","C3","open","P13","Pver",10,0,"Mar19","Nutrient","Mar19_P13"
"351","C3","open","P15","Pver",5,0,"Mar19","Nutrient","Mar19_P15"
"352","D2","1x1","A1","Acr",60,0,"Mar19","Ambient","Mar19_A1"
"353","D2","1x1","A5","Acr",80,0,"Mar19","Ambient","Mar19_A5"
"354","D2","1x1","A7","Acr",0,0,"Mar19","Ambient","Mar19_A7"
"355","D2","1x1","P15","Pver",0,5,"Mar19","Ambient","Mar19_P15"
"356","D2","1x1","P17","Pver",0,0,"Mar19","Ambient","Mar19_P17"
"357","D2","1x1","P2","Pver",0,0,"Mar19","Ambient","Mar19_P2"
"358","D2","2x2","A6","Acr",0,0,"Mar19","Ambient","Mar19_A6"
"359","D2","2x2","A7","Acr",80,0,"Mar19","Ambient","Mar19_A7"
"360","D2","2x2","P2","Pver",0,0,"Mar19","Ambient","Mar19_P2"
"361","D2","2x2","P21","Pver",0,0,"Mar19","Ambient","Mar19_P21"
"362","D2","2x2","P7","Pver",0,2,"Mar19","Ambient","Mar19_P7"
"363","D2","3x3","A1","Acr",40,0,"Mar19","Ambient","Mar19_A1"
"364","D2","3x3","P22","Pver",0,0,"Mar19","Ambient","Mar19_P22"
"365","D2","3x3","P5","Pver",0,0,"Mar19","Ambient","Mar19_P5"
"366","D2","3x3","P9","Pver",0,10,"Mar19","Ambient","Mar19_P9"
"367","D2","open","P12","Pver",0,2,"Mar19","Ambient","Mar19_P12"
"368","D2","open","P13","Pver",0,0,"Mar19","Ambient","Mar19_P13"
"369","D2","open","P15","Pver",0,0,"Mar19","Ambient","Mar19_P15"
"370","D4","1x1","A1","Acr",0,0,"Mar19","Nutrient","Mar19_A1"
"371","D4","1x1","A2","Acr",10,0,"Mar19","Nutrient","Mar19_A2"
"372","D4","1x1","A3","Acr",70,0,"Mar19","Nutrient","Mar19_A3"
"373","D4","1x1","A4","Acr",5,0,"Mar19","Nutrient","Mar19_A4"
"374","D4","1x1","P16","Pver",0,0,"Mar19","Nutrient","Mar19_P16"
"375","D4","1x1","P5","Pver",0,0,"Mar19","Nutrient","Mar19_P5"
"376","D4","1x1","P7","Pver",0,5,"Mar19","Nutrient","Mar19_P7"
"377","D4","2x2","A1","Acr",30,0,"Mar19","Nutrient","Mar19_A1"
"378","D4","2x2","A2","Acr",0,0,"Mar19","Nutrient","Mar19_A2"
"379","D4","2x2","P11","Pver",0,0,"Mar19","Nutrient","Mar19_P11"
"380","D4","2x2","P5","Pver",0,0,"Mar19","Nutrient","Mar19_P5"
"381","D4","2x2","P6","Pver",0,0,"Mar19","Nutrient","Mar19_P6"
"382","D4","3x3","A3","Acr",0,0,"Mar19","Nutrient","Mar19_A3"
"383","D4","3x3","A4","Acr",60,0,"Mar19","Nutrient","Mar19_A4"
"384","D4","3x3","A5","Acr",40,0,"Mar19","Nutrient","Mar19_A5"
"385","D4","3x3","P20","Pver",0,0,"Mar19","Nutrient","Mar19_P20"
"386","D4","3x3","P30","Pver",0,0,"Mar19","Nutrient","Mar19_P30"
"387","D4","3x3","P8","Pver",0,0,"Mar19","Nutrient","Mar19_P8"
"388","D4","open","A1","Acr",30,0,"Mar19","Nutrient","Mar19_A1"
"389","D4","open","P23","Pver",0,0,"Mar19","Nutrient","Mar19_P23"
"390","D4","open","P5","Pver",0,0,"Mar19","Nutrient","Mar19_P5"
"391","D4","open","P6","Pver",0,0,"Mar19","Nutrient","Mar19_P6"
"392","A1","1x1","A5","Acr",0,0,"Aug19","Ambient","Aug19_A5"
"393","A1","1x1","P11","Pver",0,0,"Aug19","Ambient","Aug19_P11"
"394","A1","1x1","P16","Pver",0,0,"Aug19","Ambient","Aug19_P16"
"395","A1","1x1","P9","Pver",0,0,"Aug19","Ambient","Aug19_P9"
"396","A1","2x2","P13","Pver",0,2,"Aug19","Ambient","Aug19_P13"
"397","A1","2x2","P8","Pver",0,0,"Aug19","Ambient","Aug19_P8"
"398","A1","3x3","A3","Acr",0,0,"Aug19","Ambient","Aug19_A3"
"399","A1","3x3","A4","Acr",0,0,"Aug19","Ambient","Aug19_A4"
"400","A1","3x3","P12","Pver",0,0,"Aug19","Ambient","Aug19_P12"
"401","A1","3x3","P8","Pver",0,0,"Aug19","Ambient","Aug19_P8"
"402","A1","3x3","P9","Pver",1,4,"Aug19","Ambient","Aug19_P9"
"403","A1","open","A1","Acr",0,100,"Aug19","Ambient","Aug19_A1"
"404","A1","open","A2","Acr",0,0,"Aug19","Ambient","Aug19_A2"
"405","A1","open","A3","Acr",100,0,"Aug19","Ambient","Aug19_A3"
"406","A1","open","P12","Pver",0,0,"Aug19","Ambient","Aug19_P12"
"407","A1","open","P8","Pver",0,0,"Aug19","Ambient","Aug19_P8"
"408","A2","1x1","A2","Acr",0,100,"Aug19","Nutrient","Aug19_A2"
"409","A2","1x1","P11","Pver",0,0,"Aug19","Nutrient","Aug19_P11"
"410","A2","1x1","P17","Pver",0,0,"Aug19","Nutrient","Aug19_P17"
"411","A2","1x1","P22","Pver",0,0,"Aug19","Nutrient","Aug19_P22"
"412","A2","2x2","A3","Acr",0,0,"Aug19","Nutrient","Aug19_A3"
"413","A2","2x2","P24","Pver",1,0,"Aug19","Nutrient","Aug19_P24"
"414","A2","2x2","P9","Pver",0,0,"Aug19","Nutrient","Aug19_P9"
"415","A2","3x3","A2","Acr",0,0,"Aug19","Nutrient","Aug19_A2"
"416","A2","3x3","P20","Pver",0,0,"Aug19","Nutrient","Aug19_P20"
"417","A2","3x3","P25","Pver",0,5,"Aug19","Nutrient","Aug19_P25"
"418","A2","3x3","P6","Pver",0,0,"Aug19","Nutrient","Aug19_P6"
"419","A2","open","A1","Acr",0,100,"Aug19","Nutrient","Aug19_A1"
"420","A2","open","A2","Acr",0,0,"Aug19","Nutrient","Aug19_A2"
"421","A2","open","P1","Pver",0,0,"Aug19","Nutrient","Aug19_P1"
"422","A2","open","P19","Pver",0,5,"Aug19","Nutrient","Aug19_P19"
"423","A2","open","P5","Pver",0,0,"Aug19","Nutrient","Aug19_P5"
"424","B3","1x1","A3","Acr",0,15,"Aug19","Nutrient","Aug19_A3"
"425","B3","1x1","P11","Pver",25,10,"Aug19","Nutrient","Aug19_P11"
"426","B3","1x1","P13","Pver",5,15,"Aug19","Nutrient","Aug19_P13"
"427","B3","1x1","P20","Pver",2,0,"Aug19","Nutrient","Aug19_P20"
"428","B3","1x1","P21","Pver",0,0,"Aug19","Nutrient","Aug19_P21"
"429","B3","1x1","P23","Pver",5,0,"Aug19","Nutrient","Aug19_P23"
"430","B3","2x2","A1","Acr",25,75,"Aug19","Nutrient","Aug19_A1"
"431","B3","2x2","A6","Acr",0,0,"Aug19","Nutrient","Aug19_A6"
"432","B3","2x2","P1","Pver",0,0,"Aug19","Nutrient","Aug19_P1"
"433","B3","3x3","A2","Acr",0,0,"Aug19","Nutrient","Aug19_A2"
"434","B3","3x3","A3","Acr",0,0,"Aug19","Nutrient","Aug19_A3"
"435","B3","3x3","P2","Pver",0,0,"Aug19","Nutrient","Aug19_P2"
"436","B3","3x3","P9","Pver",0,0,"Aug19","Nutrient","Aug19_P9"
"437","B3","open","A1","Acr",0,0,"Aug19","Nutrient","Aug19_A1"
"438","B3","open","P10","Pver",0,0,"Aug19","Nutrient","Aug19_P10"
"439","B3","open","P21","Pver",0,5,"Aug19","Nutrient","Aug19_P21"
"440","B3","open","P28","Pver",0,0,"Aug19","Nutrient","Aug19_P28"
"441","B3","open","P5","Pver",0,0,"Aug19","Nutrient","Aug19_P5"
"442","B4","1x1","A1","Acr",0,0,"Aug19","Ambient","Aug19_A1"
"443","B4","1x1","P11","Pver",0,0,"Aug19","Ambient","Aug19_P11"
"444","B4","1x1","P25","Pver",0,0,"Aug19","Ambient","Aug19_P25"
"445","B4","2x2","A2","Acr",80,20,"Aug19","Ambient","Aug19_A2"
"446","B4","2x2","A4","Acr",0,0,"Aug19","Ambient","Aug19_A4"
"447","B4","2x2","A8","Acr",0,0,"Aug19","Ambient","Aug19_A8"
"448","B4","2x2","P7","Pver",0,0,"Aug19","Ambient","Aug19_P7"
"449","B4","3x3","A3","Acr",0,0,"Aug19","Ambient","Aug19_A3"
"450","B4","3x3","A7","Acr",10,0,"Aug19","Ambient","Aug19_A7"
"451","B4","3x3","P14","Pver",0,0,"Aug19","Ambient","Aug19_P14"
"452","B4","3x3","P2","Pver",0,0,"Aug19","Ambient","Aug19_P2"
"453","B4","3x3","P6","Pver",0,0,"Aug19","Ambient","Aug19_P6"
"454","B4","open","P13","Pver",0,0,"Aug19","Ambient","Aug19_P13"
"455","B4","open","P5","Pver",0,0,"Aug19","Ambient","Aug19_P5"
"456","C1","1x1","P20","Pver",0,0,"Aug19","Ambient","Aug19_P20"
"457","C1","1x1","P4","Pver",0,0,"Aug19","Ambient","Aug19_P4"
"458","C1","1x1","P5","Pver",5,5,"Aug19","Ambient","Aug19_P5"
"459","C1","2x2","A1","Acr",0,5,"Aug19","Ambient","Aug19_A1"
"460","C1","2x2","A4","Acr",0,98,"Aug19","Ambient","Aug19_A4"
"461","C1","2x2","P15","Pver",0,0,"Aug19","Ambient","Aug19_P15"
"462","C1","2x2","P16","Pver",35,65,"Aug19","Ambient","Aug19_P16"
"463","C1","2x2","P18","Pver",0,0,"Aug19","Ambient","Aug19_P18"
"464","C1","2x2","P3","Pver",0,0,"Aug19","Ambient","Aug19_P3"
"465","C1","3x3","A1","Acr",0,100,"Aug19","Ambient","Aug19_A1"
"466","C1","3x3","A5","Acr",0,0,"Aug19","Ambient","Aug19_A5"
"467","C1","3x3","P13","Pver",0,0,"Aug19","Ambient","Aug19_P13"
"468","C1","open","P12","Pver",0,0,"Aug19","Ambient","Aug19_P12"
"469","C1","open","P18","Pver",0,0,"Aug19","Ambient","Aug19_P18"
"470","C1","open","P3","Pver",0,0,"Aug19","Ambient","Aug19_P3"
"471","C3","1x1","A2","Acr",0,15,"Aug19","Nutrient","Aug19_A2"
"472","C3","1x1","P20","Pver",0,0,"Aug19","Nutrient","Aug19_P20"
"473","C3","1x1","P7","Pver",0,0,"Aug19","Nutrient","Aug19_P7"
"474","C3","2x2","A1","Acr",0,100,"Aug19","Nutrient","Aug19_A1"
"475","C3","2x2","A3/Aret73","Acr",0,100,"Aug19","Nutrient","Aug19_A3/Aret73"
"476","C3","2x2","A4/Aret275","Acr",0,0,"Aug19","Nutrient","Aug19_A4/Aret275"
"477","C3","2x2","P17","Pver",0,0,"Aug19","Nutrient","Aug19_P17"
"478","C3","2x2","P22","Pver",0,5,"Aug19","Nutrient","Aug19_P22"
"479","C3","2x2","P23","Pver",0,10,"Aug19","Nutrient","Aug19_P23"
"480","C3","3x3","A1/Aret97","Acr",0,0,"Aug19","Nutrient","Aug19_A1/Aret97"
"481","C3","3x3","P15","Pver",0,0,"Aug19","Nutrient","Aug19_P15"
"482","C3","3x3","P19","Pver",0,5,"Aug19","Nutrient","Aug19_P19"
"483","C3","3x3","P24","Pver",0,0,"Aug19","Nutrient","Aug19_P24"
"484","C3","3x3","P3","Pver",0,0,"Aug19","Nutrient","Aug19_P3"
"485","C3","open","A1","Acr",0,100,"Aug19","Nutrient","Aug19_A1"
"486","C3","open","A5","Acr",0,60,"Aug19","Nutrient","Aug19_A5"
"487","C3","open","A6","Acr",0,1,"Aug19","Nutrient","Aug19_A6"
"488","C3","open","P11","Pver",0,0,"Aug19","Nutrient","Aug19_P11"
"489","C3","open","P12","Pver",0,0,"Aug19","Nutrient","Aug19_P12"
"490","C3","open","P13","Pver",5,5,"Aug19","Nutrient","Aug19_P13"
"491","C3","open","P15","Pver",10,30,"Aug19","Nutrient","Aug19_P15"
"492","D2","1x1","A1","Acr",95,0,"Aug19","Ambient","Aug19_A1"
"493","D2","1x1","A5","Acr",0,100,"Aug19","Ambient","Aug19_A5"
"494","D2","1x1","A7","Acr",0,0,"Aug19","Ambient","Aug19_A7"
"495","D2","1x1","P15","Pver",0,10,"Aug19","Ambient","Aug19_P15"
"496","D2","1x1","P17","Pver",0,0,"Aug19","Ambient","Aug19_P17"
"497","D2","1x1","P2","Pver",0,0,"Aug19","Ambient","Aug19_P2"
"498","D2","2x2","A6","Acr",0,0,"Aug19","Ambient","Aug19_A6"
"499","D2","2x2","A7","Acr",0,100,"Aug19","Ambient","Aug19_A7"
"500","D2","2x2","P2","Pver",0,0,"Aug19","Ambient","Aug19_P2"
"501","D2","2x2","P21","Pver",0,0,"Aug19","Ambient","Aug19_P21"
"502","D2","2x2","P7","Pver",0,30,"Aug19","Ambient","Aug19_P7"
"503","D2","3x3","A1","Acr",0,100,"Aug19","Ambient","Aug19_A1"
"504","D2","3x3","P22","Pver",0,0,"Aug19","Ambient","Aug19_P22"
"505","D2","3x3","P5","Pver",0,0,"Aug19","Ambient","Aug19_P5"
"506","D2","3x3","P9","Pver",0,10,"Aug19","Ambient","Aug19_P9"
"507","D2","open","P12","Pver",0,5,"Aug19","Ambient","Aug19_P12"
"508","D2","open","P13","Pver",0,0,"Aug19","Ambient","Aug19_P13"
"509","D2","open","P15","Pver",0,0,"Aug19","Ambient","Aug19_P15"
"510","D4","1x1","A1","Acr",0,0,"Aug19","Nutrient","Aug19_A1"
"511","D4","1x1","A2","Acr",0,90,"Aug19","Nutrient","Aug19_A2"
"512","D4","1x1","A3","Acr",0,40,"Aug19","Nutrient","Aug19_A3"
"513","D4","1x1","A4","Acr",0,0,"Aug19","Nutrient","Aug19_A4"
"514","D4","1x1","P16","Pver",0,0,"Aug19","Nutrient","Aug19_P16"
"515","D4","1x1","P5","Pver",0,0,"Aug19","Nutrient","Aug19_P5"
"516","D4","1x1","P7","Pver",0,15,"Aug19","Nutrient","Aug19_P7"
"517","D4","2x2","A1","Acr",0,100,"Aug19","Nutrient","Aug19_A1"
"518","D4","2x2","A2","Acr",0,0,"Aug19","Nutrient","Aug19_A2"
"519","D4","2x2","P11","Pver",0,0,"Aug19","Nutrient","Aug19_P11"
"520","D4","2x2","P5","Pver",0,0,"Aug19","Nutrient","Aug19_P5"
"521","D4","2x2","P6","Pver",0,0,"Aug19","Nutrient","Aug19_P6"
"522","D4","3x3","A3","Acr",0,0,"Aug19","Nutrient","Aug19_A3"
"523","D4","3x3","A4","Acr",0,80,"Aug19","Nutrient","Aug19_A4"
"524","D4","3x3","A5","Acr",100,0,"Aug19","Nutrient","Aug19_A5"
"525","D4","3x3","P20","Pver",0,0,"Aug19","Nutrient","Aug19_P20"
"526","D4","3x3","P30","Pver",0,0,"Aug19","Nutrient","Aug19_P30"
"527","D4","3x3","P8","Pver",0,5,"Aug19","Nutrient","Aug19_P8"
"528","D4","open","A1","Acr",0,0,"Aug19","Nutrient","Aug19_A1"
"529","D4","open","P23","Pver",0,0,"Aug19","Nutrient","Aug19_P23"
"530","D4","open","P5","Pver",0,0,"Aug19","Nutrient","Aug19_P5"
"531","D4","open","P6","Pver",0,0,"Aug19","Nutrient","Aug19_P6"
"532","A1","1x1","A5","Acr",0,0,"Nov19","Ambient","Nov19_A5"
"533","A1","1x1","P11","Pver",0,0,"Nov19","Ambient","Nov19_P11"
"534","A1","1x1","P16","Pver",0,0,"Nov19","Ambient","Nov19_P16"
"535","A1","1x1","P9","Pver",0,0,"Nov19","Ambient","Nov19_P9"
"536","A1","2x2","P13","Pver",0,5,"Nov19","Ambient","Nov19_P13"
"537","A1","2x2","P8","Pver",0,0,"Nov19","Ambient","Nov19_P8"
"538","A1","3x3","A3","Acr",0,0,"Nov19","Ambient","Nov19_A3"
"539","A1","3x3","A4","Acr",0,0,"Nov19","Ambient","Nov19_A4"
"540","A1","3x3","P12","Pver",0,0,"Nov19","Ambient","Nov19_P12"
"541","A1","3x3","P8","Pver",0,0,"Nov19","Ambient","Nov19_P8"
"542","A1","3x3","P9","Pver",0,4,"Nov19","Ambient","Nov19_P9"
"543","A1","open","A1","Acr",0,100,"Nov19","Ambient","Nov19_A1"
"544","A1","open","A2","Acr",15,0,"Nov19","Ambient","Nov19_A2"
"545","A1","open","A3","Acr",100,0,"Nov19","Ambient","Nov19_A3"
"546","A1","open","P12","Pver",0,0,"Nov19","Ambient","Nov19_P12"
"547","A1","open","P8","Pver",0,0,"Nov19","Ambient","Nov19_P8"
"548","A2","1x1","A2","Acr",0,100,"Nov19","Nutrient","Nov19_A2"
"549","A2","1x1","P11","Pver",0,0,"Nov19","Nutrient","Nov19_P11"
"550","A2","1x1","P17","Pver",0,0,"Nov19","Nutrient","Nov19_P17"
"551","A2","1x1","P22","Pver",0,0,"Nov19","Nutrient","Nov19_P22"
"552","A2","2x2","A3","Acr",0,0,"Nov19","Nutrient","Nov19_A3"
"553","A2","2x2","P24","Pver",0,0,"Nov19","Nutrient","Nov19_P24"
"554","A2","2x2","P9","Pver",0,0,"Nov19","Nutrient","Nov19_P9"
"555","A2","3x3","A2","Acr",0,0,"Nov19","Nutrient","Nov19_A2"
"556","A2","3x3","P20","Pver",0,0,"Nov19","Nutrient","Nov19_P20"
"557","A2","3x3","P25","Pver",0,10,"Nov19","Nutrient","Nov19_P25"
"558","A2","3x3","P6","Pver",0,0,"Nov19","Nutrient","Nov19_P6"
"559","A2","open","A1","Acr",0,100,"Nov19","Nutrient","Nov19_A1"
"560","A2","open","A2","Acr",0,0,"Nov19","Nutrient","Nov19_A2"
"561","A2","open","P1","Pver",0,0,"Nov19","Nutrient","Nov19_P1"
"562","A2","open","P19","Pver",0,5,"Nov19","Nutrient","Nov19_P19"
"563","A2","open","P5","Pver",0,0,"Nov19","Nutrient","Nov19_P5"
"564","B3","1x1","A3","Acr",0,15,"Nov19","Nutrient","Nov19_A3"
"565","B3","1x1","P11","Pver",0,10,"Nov19","Nutrient","Nov19_P11"
"566","B3","1x1","P13","Pver",0,20,"Nov19","Nutrient","Nov19_P13"
"567","B3","1x1","P20","Pver",0,0,"Nov19","Nutrient","Nov19_P20"
"568","B3","1x1","P21","Pver",0,0,"Nov19","Nutrient","Nov19_P21"
"569","B3","1x1","P23","Pver",0,0,"Nov19","Nutrient","Nov19_P23"
"570","B3","2x2","A1","Acr",0,80,"Nov19","Nutrient","Nov19_A1"
"571","B3","2x2","A6","Acr",0,0,"Nov19","Nutrient","Nov19_A6"
